roll_number,legal,address,land_area,land_area_unit,subdivision,zoning,market_land_site_area,market_land_site_area_unit,year_of_assessment,assessment_value,street_number,route,locality,administrative_area_level_1,administrative_area_level_2,country,postal_code,latitude,longitude
111300,7620979 15 32,9411 - 99A AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"279,660",9411,99A Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J6,53.8010629,-113.6354306
111400,7620979 15 33,9409 - 99A AVENUE,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"328,800",9409,99A Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J6,53.8012,-113.635318
111500,7620979 15 34,9407 - 99A AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"282,740",9407,99A Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J6,53.8012064,-113.6349611
111600,7620979 15 35,9405 - 99A AVENUE,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"270,560",9405,99A Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J6,53.8012129,-113.6346043
111700,7620979 15 36,9403 - 99A AVENUE,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"291,490",9403,99A Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J6,53.8010986,-113.6341897
111800,7620979 15 37,9401 - 99A AVENUE,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"252,660",9401,99A Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J6,53.8012565,-113.6342309
111900,7620979 15 38,9313 - 99A AVENUE,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"261,140",9313,99A Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J6,53.8014398,-113.6333584
112000,7620979 15 39,9311 - 99A AVENUE,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"260,630",9311,99A Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J6,53.8014451,-113.6333394
112100,7620979 15 40,9309 - 99A AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"278,990",9309,99A Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J6,53.8012893,-113.6331897
112200,7620979 15 41,9307 - 99A AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"257,570",9307,99A Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J6,53.8015155,-113.6330908
112300,7620979 15 42,9305 - 99A AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"250,980",9305,99A Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J6,53.8014146,-113.6327267
112400,7620979 15 43,9303 - 99A AVENUE,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"264,880",9303,99A Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J6,53.8015833,-113.6328511
112500,7620979 15 44,9211 - 99A AVENUE,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"260,490",9211,99A Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J6,53.8015563,-113.6322579
112600,7620979 15 45,9209 - 99A AVENUE,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"281,520",9209,99A Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J6,53.8016126,-113.6319635
112700,7620979 15 46,9207 - 99A AVENUE,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"254,780",9207,99A Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J6,53.8020069,-113.6313156
112800,7620979 16 1,9302 - 98 AVENUE,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"275,120",9302,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J4,53.799415,-113.632042
112900,7620979 16 2,9304 - 98 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"280,120",9304,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J4,53.7993286,-113.6323753
113000,7620979 16 3,9306 - 98 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"300,130",9306,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J4,53.799403,-113.632524
113100,7620979 16 4,9308 - 98 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"278,520",9308,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J4,53.7993301,-113.6329003
113200,7620979 16 5,9310 - 98 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"279,240",9310,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J4,53.799403,-113.633051
113300,7620979 16 6,9402 - 98 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"274,090",9402,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J4,53.799403,-113.633303
113400,7620979 16 7,9404 - 98 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"247,180",9404,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J4,53.799412,-113.633558
113500,7620979 16 8,9406 - 98 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"304,440",9406,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J4,53.7993136,-113.6339039
113600,7620979 16 10,9408 - 98 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"306,310",9408,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J4,53.799409,-113.634146
113700,7620979 16 11,9410 - 98 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"269,890",9410,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J4,53.799418,-113.634421
113800,7620979 16 12,9412 - 98 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"285,550",9412,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J4,53.7993233,-113.634754
113900,7620979 16 13,9414 - 98 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"270,620",9414,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1J4,53.799412,-113.634937
114000,7620979 16 14,9805 - 95 STREET,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"291,290",9805,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1J5,53.7993579,-113.6355539
114100,7620979 16 15,9807 - 95 STREET,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"282,610",9807,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1J5,53.799503,-113.635349
114200,7620979 16 16,9809 - 95 STREET,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"286,190",9809,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1J5,53.7996768,-113.6355318
114300,7620979 16 17,9811 - 95 STREET,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"319,850",9811,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1J5,53.799845,-113.6355183
114400,7620979 16 18,9813 - 95 STREET,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"275,740",9813,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1J5,53.800015,-113.63534
114500,7620979 16 19,9815 - 95 STREET,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"287,430",9815,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1J5,53.800178,-113.635328
114600,7620979 16 20,9413 - 99 AVENUE,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"294,310",9413,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1K1,53.8001899,-113.6349705
114700,7620979 16 21,9411 - 99 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"300,460",9411,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1K1,53.8002213,-113.6347073
114800,7620979 16 22,9409 - 99 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"293,130",9409,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1K1,53.800231,-113.6343839
114900,7620979 16 23,9407 - 99 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"286,830",9407,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1K1,53.800198,-113.634079
115000,7620979 16 24,9405 - 99 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"293,810",9405,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1K1,53.800235,-113.633839
115100,7620979 16 25,9403 - 99 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"294,320",9403,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1K1,53.800323,-113.6336933
115200,7620979 16 27,9317 - 99 AVENUE,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"248,200",9317,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1K1,53.800325,-113.633236
115300,7620979 16 28,9315 - 99 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"260,560",9315,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1K1,53.80045,-113.6330727
115400,7620979 16 29,9313 - 99 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"264,290",9313,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1K1,53.8005072,-113.6328434
115500,7620979 16 30,9311 - 99 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"239,440",9311,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1K1,53.8005507,-113.6325557
115600,7620979 16 31,9309 - 99 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"260,820",9309,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1K1,53.800519,-113.632282
115700,7620979 16 32,9307 - 99 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"233,540",9307,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1K1,53.8006981,-113.6321105
115800,7620979 16 33,9904 - 93 STREET,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"259,310",9904,93 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1K1,53.8007066,-113.6318725
115901,7920319 16 1,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"177,360",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115902,7920319 16 2,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,530",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115903,7920319 16 3,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,380",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115904,7920319 16 4,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,380",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115905,7920319 16 5,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,380",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115906,7920319 16 6,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,380",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115907,7920319 16 7,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,380",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115908,7920319 16 8,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,380",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115909,7920319 16 9,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"180,870",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115910,7920319 16 10,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,380",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115911,7920319 16 11,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,380",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115912,7920319 16 12,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,380",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115913,7920319 16 13,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,530",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115914,7920319 16 14,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,530",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115915,7920319 16 15,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"188,770",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115916,7920319 16 16,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"183,660",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115917,7920319 16 17,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,530",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115918,7920319 16 18,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,530",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115919,7920319 16 19,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,530",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115920,7920319 16 20,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"169,710",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115921,7920319 16 21,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,530",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115922,7920319 16 22,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,530",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115923,7920319 16 23,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,530",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115924,7920319 16 24,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,530",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115925,7920319 16 25,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,530",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115926,7920319 16 26,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,530",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115927,7920319 16 27,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,530",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115928,7920319 16 28,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,530",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115929,7920319 16 29,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,530",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115930,7920319 16 30,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,530",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115931,7920319 16 31,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,530",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115932,7920319 16 32,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"187,070",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115933,7920319 16 33,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,530",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115934,7920319 16 34,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,530",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
115935,7920319 16 35,9310 MORINVILLE DRIVE,2.54,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"176,530",9310,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J8,53.799993,-113.632406
11600,6164RS 1 13A,10008 - 99 STREET,15,Acres,Town of Morinville,Medium Density Residential,15,Acres,2014,"636,520",10008,99 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1B3,53.802496,-113.643562
116000,7620979 16 R 35,,1.42,Acres,Town of Morinville,Semi-Public,1.42,Acres,2014,"113,370",,,,,,,,,
116100,7620979 17 R1,9717 MORINVILLE DRIVE,8.8,Acres,Town of Morinville,Public & Private Services,8.8,Acres,2014,"7,122,530",9717,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,,53.79777,-113.6317928
116201,7922069 17 1,9327 MORINVILLE DRIVE,1.44,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"178,030",9327,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J9,53.7992267,-113.6315769
116202,7922069 17 2,9325 MORINVILLE DRIVE,1.44,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"178,030",9325,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J9,53.799477,-113.631449
116203,7922069 17 3,9323 MORINVILLE DRIVE,1.44,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"178,030",9323,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J4,53.7993482,-113.6315288
116204,7922069 17 4,9321 MORINVILLE DRIVE,1.44,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"178,030",9321,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J9,53.799474,-113.631203
116205,7922069 17 5,9319 MORINVILLE DRIVE,1.44,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"178,030",9319,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J9,53.79947,-113.631084
116206,7922069 17 6,9317 MORINVILLE DRIVE,1.44,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"178,030",9317,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J9,53.799409,-113.631504
116207,7922069 17 7,9315 MORINVILLE DRIVE,1.44,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"178,030",9315,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J9,53.799396,-113.631367
116208,7922069 17 8,9313 MORINVILLE DRIVE,1.44,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"185,460",9313,Morinville Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1J4,53.7996133,-113.6313417
